Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
38,1.0,0.0,1218.0,18.0,60.0,2985.0,0.0,4125.850514840526,4125.850514840526,0.0,251.80152320861816,,,,,,,,,,,,,,,,1559.5520215776598,1063.3700782615042,4036.31370725312,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,1290.0,19.0,72.0,3057.0,0.0,7699.602533019479,7699.602533019479,0.0,257.10900712013245,,,,,,,,,,,,,,,,2749.553922958678,2324.515889352898,7509.143794360817,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,1424.0,20.0,134.0,3191.0,0.0,12967.354507102576,12967.354507102576,0.0,266.6325058937073,,,,,,,,,,,,,,,,5039.9618157649165,3389.0825005153156,12304.303927717796,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,174.0,1.0,174.0,3365.0,0.0,20153.145155212478,20153.145155212478,0.0,306.7698619365692,,,,,,,,,,,,,,,,9588.326769821375,4759.738774802029,18503.2795768404,271.4719643678161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,344.0,2.0,170.0,3535.0,0.0,19768.129153800724,19768.129153800724,0.0,318.7030231952667,,,,,,,,,,,,,,,,10188.06375719847,4653.3727435475785,18054.21252760459,302.82452941176473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,431.0,3.0,87.0,3622.0,0.0,7647.472641643988,7647.472641643988,0.0,324.9973804950714,,,,,,,,,,,,,,,,3648.7117892599827,2318.833329353588,7337.372088066438,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,458.0,4.0,27.0,3649.0,0.0,2372.1586108546257,2372.1586108546257,0.0,327.2648799419403,,,,,,,,,,,,,,,,917.1492498031498,661.7530563308057,2349.7453264363776,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,511.0,5.0,53.0,3702.0,0.0,4840.282456174101,4840.282456174101,0.0,331.2613785266876,,,,,,,,,,,,,,,,2121.802192068409,1407.60558528839,4732.559499493971,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,541.0,6.0,30.0,3732.0,0.0,2987.8314657205656,2987.8314657205656,0.0,333.78052735328674,,,,,,,,,,,,,,,,1017.0019167752479,926.2800951798945,2960.2816899072154,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,596.0,7.0,55.0,3787.0,0.0,5155.445729206928,5155.445729206928,0.0,337.9947052001953,,,,,,,,,,,,,,,,2408.6591972307656,1463.0225476075354,5027.997470830069,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
