Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
29,1.0,0.0,177.0,9.0,17.0,525.0,0.0,1409.1336094556539,1409.1336094556539,0.0,60.21439743041992,,,,,,,,,,,,,,,,485.5602172823385,470.09734130375534,1402.281367128983,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.0,0.0,195.0,10.0,18.0,543.0,0.0,1225.7799895152245,1225.7799895152245,0.0,61.94389367103577,,,,,,,,,,,,,,,,550.493532139674,367.08976726276205,1217.0881941308417,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.0,0.0,207.0,11.0,12.0,555.0,0.0,679.3439024220296,679.3439024220296,0.0,63.17665219306946,,,,,,,,,,,,,,,,179.26532739373468,205.73178476127515,677.870589082387,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.0,0.0,222.0,12.0,15.0,570.0,0.0,1232.6937974287025,1232.6937974287025,0.0,64.69206428527832,,,,,,,,,,,,,,,,483.0364741507513,414.17828664791233,1226.674925241683,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.0,0.0,238.0,13.0,16.0,586.0,0.0,677.2778718018515,677.2778718018515,0.0,66.19398808479309,,,,,,,,,,,,,,,,174.09114187047476,198.39039852314497,675.167581113037,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,252.0,14.0,14.0,600.0,0.0,1281.1080453738089,1281.1080453738089,0.0,67.62304949760437,,,,,,,,,,,,,,,,407.57348203937954,413.523574039195,1276.678695320578,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,266.0,15.0,14.0,614.0,0.0,1146.6324515992915,1146.6324515992915,0.0,69.12002468109131,,,,,,,,,,,,,,,,416.7766613470695,362.95089817209447,1141.9395178582909,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,279.0,16.0,13.0,627.0,0.0,561.1618526730825,561.1618526730825,0.0,70.45684599876404,,,,,,,,,,,,,,,,160.19073557059878,164.68193136132047,559.6390121227876,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,290.0,17.0,11.0,638.0,0.0,683.5258511463503,683.5258511463503,0.0,71.69997692108154,,,,,,,,,,,,,,,,238.66744495871663,222.09608925457607,681.5820913431473,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,332.0,18.0,42.0,680.0,0.0,2819.9282681304317,2819.9282681304317,0.0,75.02065944671631,,,,,,,,,,,,,,,,1438.168351695048,870.7364941647227,2762.287484844085,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,347.0,19.0,15.0,695.0,0.0,800.4051281064601,800.4051281064601,0.0,76.78067827224731,,,,,,,,,,,,,,,,249.9608114571565,248.69939371533786,797.4531691037064,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,361.0,20.0,14.0,709.0,0.0,1139.0984325333939,1139.0984325333939,0.0,78.21725583076477,,,,,,,,,,,,,,,,405.473817343237,382.24941454601714,1134.5563554460348,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,21.0,1.0,21.0,730.0,0.0,1927.5705408595563,1927.5705408595563,0.0,94.95930743217468,,,,,,,,,,,,,,,,770.7025309182638,616.4356505602987,1913.2990867970695,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,36.0,2.0,15.0,745.0,0.0,872.633866355015,872.633866355015,0.0,96.44379878044128,,,,,,,,,,,,,,,,362.43850154493424,291.5889633041927,868.065354186027,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,55.0,3.0,19.0,764.0,0.0,1617.8853338151478,1617.8853338151478,0.0,98.20048475265503,,,,,,,,,,,,,,,,617.1384590682233,501.39597069235754,1607.7674705634151,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,70.0,4.0,15.0,779.0,0.0,837.7750146709033,837.7750146709033,0.0,99.60888838768005,,,,,,,,,,,,,,,,281.8792348990481,274.8086004922493,834.3812073547724,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,90.0,5.0,20.0,799.0,0.0,1726.8374782826634,1726.8374782826634,0.0,101.43006205558777,,,,,,,,,,,,,,,,616.0400284514647,570.5428158809808,1716.2329106242578,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,113.0,6.0,23.0,822.0,0.0,2155.988343515177,2155.988343515177,0.0,103.4668869972229,,,,,,,,,,,,,,,,964.3748202125046,669.5904954140128,2135.9436663166057,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,126.0,7.0,13.0,835.0,0.0,1324.465790723155,1324.465790723155,0.0,105.15574550628662,,,,,,,,,,,,,,,,487.95069123305075,430.927784090854,1319.4418736107357,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2.0,0.0,143.0,8.0,17.0,852.0,0.0,1234.8794249767527,1234.8794249767527,0.0,106.84907650947571,,,,,,,,,,,,,,,,373.0190890816729,374.08657675978776,1229.7678683306951,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2.0,0.0,160.0,9.0,17.0,869.0,0.0,1219.0321834131337,1219.0321834131337,0.0,108.4444534778595,,,,,,,,,,,,,,,,449.35641071080505,385.495224165087,1212.605730161211,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2.0,0.0,205.0,10.0,45.0,914.0,0.0,2653.8810593178837,2653.8810593178837,0.0,111.9800763130188,,,,,,,,,,,,,,,,1341.7713273409436,714.8240026112142,2596.0974470345755,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.0,0.0,218.0,11.0,13.0,927.0,0.0,591.8113836105149,591.8113836105149,0.0,113.28965330123901,,,,,,,,,,,,,,,,204.37515359386282,200.48862159660567,589.7442508646593,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2.0,0.0,247.0,12.0,29.0,956.0,0.0,2073.588857876926,2073.588857876926,0.0,115.79949188232422,,,,,,,,,,,,,,,,807.0233243876964,634.4159666127615,2052.2374188885715,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2.0,0.0,260.0,13.0,13.0,969.0,0.0,695.1164130180214,695.1164130180214,0.0,117.32861042022705,,,,,,,,,,,,,,,,249.3989014070791,222.21736387792868,692.5667940938231,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2.0,0.0,273.0,14.0,13.0,982.0,0.0,950.296927622035,950.296927622035,0.0,118.81780314445496,,,,,,,,,,,,,,,,279.0167954994656,305.02761799654394,947.617326607149,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2.0,0.0,287.0,15.0,14.0,996.0,0.0,767.7079955239312,767.7079955239312,0.0,120.17630004882812,,,,,,,,,,,,,,,,291.1623647213547,238.5392405588222,764.3961185363685,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2.0,0.0,304.0,16.0,17.0,1013.0,0.0,970.7944887550947,970.7944887550947,0.0,121.82637023925781,,,,,,,,,,,,,,,,274.4094747782731,319.07818726988,967.096624308172,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2.0,0.0,318.0,17.0,14.0,1027.0,0.0,557.2258203426209,557.2258203426209,0.0,123.33752655982971,,,,,,,,,,,,,,,,157.39225692813926,174.20718168944128,555.5779066522792,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2.0,0.0,332.0,18.0,14.0,1041.0,0.0,869.0368954613147,869.0368954613147,0.0,125.05631709098816,,,,,,,,,,,,,,,,280.34530276079454,292.3115860609634,865.9780392619255,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2.0,0.0,344.0,19.0,12.0,1053.0,0.0,486.35292425400684,486.35292425400684,0.0,126.34569358825684,,,,,,,,,,,,,,,,171.2224100114968,152.43566234214043,484.7830383722411,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2.0,0.0,369.0,20.0,25.0,1078.0,0.0,2625.362286965069,2625.362286965069,0.0,128.5318796634674,,,,,,,,,,,,,,,,1158.0135196823128,854.9690939007858,2599.0109599329435,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,3.0,0.0,19.0,1.0,19.0,1097.0,0.0,1223.3121745167773,1223.3121745167773,0.0,140.92128133773804,,,,,,,,,,,,,,,,428.4876575876369,406.0983782678578,1216.3872963189315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
