Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
33,1.0,0.0,312.0,13.0,44.0,703.0,0.0,4825.7122021086325,4825.7122021086325,0.0,77.55940175056458,,,,,,,,,,,,,,,,1846.0739255612696,1437.9783957435297,4749.234183567505,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.0,0.0,326.0,14.0,14.0,717.0,0.0,1318.239293643624,1318.239293643624,0.0,78.99913930892944,,,,,,,,,,,,,,,,435.0791388470611,427.52381948436687,1313.4616473471124,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.0,0.0,344.0,15.0,18.0,735.0,0.0,2703.3992248437166,2703.3992248437166,0.0,80.71041226387024,,,,,,,,,,,,,,,,1295.1182660497022,877.799253364921,2682.769865920742,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.0,0.0,362.0,16.0,18.0,753.0,0.0,2001.8221992811618,2001.8221992811618,0.0,82.3254828453064,,,,,,,,,,,,,,,,868.3265951258855,631.5420304775298,1988.1805010699654,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.0,0.0,374.0,17.0,12.0,765.0,0.0,998.2856830190193,998.2856830190193,0.0,83.63120651245117,,,,,,,,,,,,,,,,350.663285831519,313.5199817114878,995.0727963854264,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.0,0.0,390.0,18.0,16.0,781.0,0.0,1765.6023562946464,1765.6023562946464,0.0,85.14871501922607,,,,,,,,,,,,,,,,680.5768018356854,554.0398573667786,1756.4695970623375,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.0,0.0,411.0,19.0,21.0,802.0,0.0,2347.1763368487805,2347.1763368487805,0.0,87.15067625045776,,,,,,,,,,,,,,,,988.6688375413158,763.9802606095718,2328.7430342947073,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.0,0.0,438.0,20.0,27.0,829.0,0.0,2711.1614275201337,2711.1614275201337,0.0,89.57628297805786,,,,,,,,,,,,,,,,978.0565020443389,837.456475566377,2687.4413433082455,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2.0,0.0,27.0,1.0,27.0,856.0,0.0,3500.241911312936,3500.241911312936,0.0,107.32842803001404,,,,,,,,,,,,,,,,1575.6045236715624,1133.2767732704829,3461.1617509247285,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2.0,0.0,43.0,2.0,16.0,872.0,0.0,1838.7662542080002,1838.7662542080002,0.0,108.89851427078247,,,,,,,,,,,,,,,,737.1753200209332,617.9480567337146,1828.8002493370022,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2.0,0.0,57.0,3.0,14.0,886.0,0.0,1641.4446161746891,1641.4446161746891,0.0,110.32600903511047,,,,,,,,,,,,,,,,640.0101192452911,559.4004954358834,1634.118593098354,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2.0,0.0,72.0,4.0,15.0,901.0,0.0,1712.222151552185,1712.222151552185,0.0,111.80046319961548,,,,,,,,,,,,,,,,628.5036668943436,559.2665022862284,1704.4990956444153,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2.0,0.0,97.0,5.0,25.0,926.0,0.0,3755.3490605053685,3755.3490605053685,0.0,113.92236542701721,,,,,,,,,,,,,,,,1697.4309180730768,1186.1891445855113,3716.6299174710107,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2.0,0.0,126.0,6.0,29.0,955.0,0.0,3743.997531926459,3743.997531926459,0.0,116.39475226402283,,,,,,,,,,,,,,,,1581.409995865469,1199.8135528144592,3701.838480526888,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2.0,0.0,145.0,7.0,19.0,974.0,0.0,2320.3988058005175,2320.3988058005175,0.0,118.13220953941345,,,,,,,,,,,,,,,,931.5909381608774,728.5905496588624,2305.0035815570172,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
